application_id,app_name ,lob,app_team_DL ,ucd_comp_name ,circle_name ,LI_is_DU ,app_lead ,scm_url ,scm_type ,job_url,jenkins_team_name ,job_type ,is_template_used ,is_trunk_based ,build_tool ,technology,template_name ,template_catalog_used ,created_date_time ,is_public_cloud ,public_cloud_tool ,job_status ,deployment_tool ,is_unit_test_enabled ,is_pmd_enabled ,is_clover_enabled ,is_jacoco_enabled ,is_lint_enabled ,is_cobertura_enabled ,is_code_quality_enabled ,is_integration_test_enabled ,integration_test_tool,is_black_duck_enabled ,deployed_buildpack_name ,detected_buildpack,buildpack_version ,pcf_app_name ,pcf_app_last_updated,pcf_app_last_push ,gradle_image ,node_image ,gradle_image_status ,node_image_status ,is_app_scan_enabled ,foundation ,kaniko_image ,python_image ,soapui_image ,kaniko_image_status ,python_image_status ,soapui_image_status ,job_style,ucd_app_name ,unknown_image,bdh_critical ,bdh_high ,bdh_medium ,bdh_low ,is_myapproval_enabled ,is_hsp_prod_enabled ,bdh_url,bdh_tags,branch_coverage,class_coverage,complexity_score,instruction_coverage,line_coverage,method_coverage,clover_total_covered,clover_total_missed,clover method coverage,clover_conditions_coverage,clover_statements coverage,is_prod_enabled,environment,target_infrastructure
235,pi_customer_analysis,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,personal_template,personal_catalog3,na,y,pcf,na,ucd,n,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
236,pi_customer_analysis,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,gradle,java,personal_template,personal_catalog3,na,y,onprem,completed,ucd,y,y,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
237,bond,bond,bond_dev_team@accenture.com,bond_comp,bond_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,gradle,java,personal_template,personal_catalog3,na,y,onprem,completed,ucd,y,y,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
238,bond,bond,bond_dev_team@accenture.com,bond_comp,bond_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,npm,nodejs,personal_template,personal_catalog3,na,y,pcf,completed,ucd,y,y,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
239,bond,bond,bond_dev_team@accenture.com,bond_comp,bond_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,personal_template,personal_catalog3,na,y,pcf,completed,ucd,y,y,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
240,bond,bond,bond_dev_team@accenture.com,bond_comp,bond_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,gradle,java,personal_template,personal_catalog3,na,y,pcf,completed,ucd,y,y,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
241,bond,bond,bond_dev_team@accenture.com,bond_comp,bond_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,gradle,java,personal_template,personal_catalog3,na,y,pcf,completed,ucd,y,y,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
242,bond,bond,bond_dev_team@accenture.com,bond_comp,bond_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,gradle,java,personal_template,personal_catalog3,na,y,pcf,completed,ucd,y,y,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
243,bond,bond,bond_dev_team@accenture.com,bond_comp,bond_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,gradle,java,personal_template,personal_catalog3,na,y,pcf,completed,ucd,y,y,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
244,bond,bond,bond_dev_team@accenture.com,bond_comp,bond_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,gradle,java,personal_template,personal_catalog3,na,y,pcf,completed,ucd,y,y,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
245,bond,bond,bond_dev_team@accenture.com,bond_comp,bond_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,gradle,java,personal_template,personal_catalog3,na,y,pcf,na,ucd,y,y,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
246,bond,bond,bond_dev_team@accenture.com,bond_comp,bond_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,gradle,java,personal_template,personal_catalog3,na,y,pcf,na,ucd,y,y,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
247,bond,bond,bond_dev_team@accenture.com,bond_comp,bond_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,npm,nodejs,personal_template,personal_catalog3,na,y,pcf,na,ucd,y,y,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
248,bond,bond,bond_dev_team@accenture.com,bond_comp,bond_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,npm,nodejs,personal_template,personal_catalog3,na,y,pcf,na,ucd,y,y,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
249,bond,bond,bond_dev_team@accenture.com,bond_comp,bond_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,personal_template,personal_catalog3,na,y,pcf,na,ucd,y,y,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
250,bond,bond,bond_dev_team@accenture.com,bond_comp,bond_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,gradle,java,personal_template,personal_catalog3,na,y,pcf,na,ucd,y,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
251,bond,bond,bond_dev_team@accenture.com,bond_comp,bond_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,maven,java,personal_template,personal_catalog3,na,y,pcf,na,ucd,y,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
252,bond,bond,bond_dev_team@accenture.com,bond_comp,bond_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,maven,java,personal_template,personal_catalog3,na,y,pcf,na,ucd,y,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
253,bond,bond,bond_dev_team@accenture.com,bond_comp,bond_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,maven,java,personal_template,personal_catalog3,na,y,pcf,na,ucd,y,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
254,bond,bond,bond_dev_team@accenture.com,bond_comp,bond_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,maven,java,personal_template,personal_catalog3,na,y,pcf,na,ucd,y,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
255,bond,bond,bond_dev_team@accenture.com,bond_comp,bond_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,personal_template,personal_catalog3,na,y,pcf,na,ucd,y,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
256,bond,bond,bond_dev_team@accenture.com,bond_comp,bond_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,personal_template,personal_catalog3,na,y,pcf,na,ucd,y,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
